season_label,fixture_id,fixture_ts,home_team_id,away_team_id,gk_home_player_id,GK_HOME_GOALS_CONCEDED,df1_home_player_id,DF1_HOME_GOALS_CONCEDED,DF1_HOME_MINUTES_PLAYED,DF1_HOME_APPEARANCES,df2_home_player_id,DF2_HOME_GOALS_CONCEDED,DF2_HOME_MINUTES_PLAYED,DF2_HOME_APPEARANCES,df3_home_player_id,DF3_HOME_GOALS_CONCEDED,DF3_HOME_MINUTES_PLAYED,DF3_HOME_APPEARANCES,df4_home_player_id,DF4_HOME_GOALS_CONCEDED,DF4_HOME_MINUTES_PLAYED,DF4_HOME_APPEARANCES,df5_home_player_id,DF5_HOME_GOALS_CONCEDED,DF5_HOME_MINUTES_PLAYED,DF5_HOME_APPEARANCES,df6_home_player_id,DF6_HOME_GOALS_CONCEDED,DF6_HOME_MINUTES_PLAYED,DF6_HOME_APPEARANCES,NO_OF_DF_HOME,mf1_home_player_id,MF1_HOME_GOALS_CONCEDED,MF1_HOME_MINUTES_PLAYED,MF1_HOME_APPEARANCES,mf2_home_player_id,MF2_HOME_GOALS_CONCEDED,MF2_HOME_MINUTES_PLAYED,MF2_HOME_APPEARANCES,mf3_home_player_id,MF3_HOME_GOALS_CONCEDED,MF3_HOME_MINUTES_PLAYED,MF3_HOME_APPEARANCES,mf4_home_player_id,MF4_HOME_GOALS_CONCEDED,MF4_HOME_MINUTES_PLAYED,MF4_HOME_APPEARANCES,mf5_home_player_id,MF5_HOME_GOALS_CONCEDED,MF5_HOME_MINUTES_PLAYED,MF5_HOME_APPEARANCES,mf6_home_player_id,MF6_HOME_GOALS_CONCEDED,MF6_HOME_MINUTES_PLAYED,MF6_HOME_APPEARANCES,NO_OF_MF_HOME,atk1_home_player_id,ATK1_HOME_MINUTES_PLAYED,ATK1_HOME_APPEARANCES,ATK1_HOME_GOALS_CONCEDED,ATK1_HOME_SUBSTITUTIONS_IN,ATK1_HOME_SUBSTITUTIONS_OUT,atk2_home_player_id,ATK2_HOME_MINUTES_PLAYED,ATK2_HOME_APPEARANCES,ATK2_HOME_GOALS_CONCEDED,ATK2_HOME_SUBSTITUTIONS_IN,ATK2_HOME_SUBSTITUTIONS_OUT,atk3_home_player_id,ATK3_HOME_MINUTES_PLAYED,ATK3_HOME_APPEARANCES,ATK3_HOME_GOALS_CONCEDED,ATK3_HOME_SUBSTITUTIONS_IN,ATK3_HOME_SUBSTITUTIONS_OUT,atk4_home_player_id,ATK4_HOME_MINUTES_PLAYED,ATK4_HOME_APPEARANCES,ATK4_HOME_GOALS_CONCEDED,ATK4_HOME_SUBSTITUTIONS_IN,ATK4_HOME_SUBSTITUTIONS_OUT,NO_OF_ATK_HOME,gk_away_player_id,GK_AWAY_GOALS_CONCEDED,df1_away_player_id,DF1_AWAY_GOALS_CONCEDED,DF1_AWAY_MINUTES_PLAYED,DF1_AWAY_APPEARANCES,df2_away_player_id,DF2_AWAY_GOALS_CONCEDED,DF2_AWAY_MINUTES_PLAYED,DF2_AWAY_APPEARANCES,df3_away_player_id,DF3_AWAY_GOALS_CONCEDED,DF3_AWAY_MINUTES_PLAYED,DF3_AWAY_APPEARANCES,df4_away_player_id,DF4_AWAY_GOALS_CONCEDED,DF4_AWAY_MINUTES_PLAYED,DF4_AWAY_APPEARANCES,df5_away_player_id,DF5_AWAY_GOALS_CONCEDED,DF5_AWAY_MINUTES_PLAYED,DF5_AWAY_APPEARANCES,df6_away_player_id,DF6_AWAY_GOALS_CONCEDED,DF6_AWAY_MINUTES_PLAYED,DF6_AWAY_APPEARANCES,NO_OF_DF_AWAY,mf1_away_player_id,MF1_AWAY_GOALS_CONCEDED,MF1_AWAY_MINUTES_PLAYED,MF1_AWAY_APPEARANCES,mf2_away_player_id,MF2_AWAY_GOALS_CONCEDED,MF2_AWAY_MINUTES_PLAYED,MF2_AWAY_APPEARANCES,mf3_away_player_id,MF3_AWAY_GOALS_CONCEDED,MF3_AWAY_MINUTES_PLAYED,MF3_AWAY_APPEARANCES,mf4_away_player_id,MF4_AWAY_GOALS_CONCEDED,MF4_AWAY_MINUTES_PLAYED,MF4_AWAY_APPEARANCES,mf5_away_player_id,MF5_AWAY_GOALS_CONCEDED,MF5_AWAY_MINUTES_PLAYED,MF5_AWAY_APPEARANCES,mf6_away_player_id,MF6_AWAY_GOALS_CONCEDED,MF6_AWAY_MINUTES_PLAYED,MF6_AWAY_APPEARANCES,NO_OF_MF_AWAY,atk1_away_player_id,ATK1_AWAY_MINUTES_PLAYED,ATK1_AWAY_APPEARANCES,ATK1_AWAY_GOALS_CONCEDED,ATK1_AWAY_SUBSTITUTIONS_IN,ATK1_AWAY_SUBSTITUTIONS_OUT,atk2_away_player_id,ATK2_AWAY_MINUTES_PLAYED,ATK2_AWAY_APPEARANCES,ATK2_AWAY_GOALS_CONCEDED,ATK2_AWAY_SUBSTITUTIONS_IN,ATK2_AWAY_SUBSTITUTIONS_OUT,atk3_away_player_id,ATK3_AWAY_MINUTES_PLAYED,ATK3_AWAY_APPEARANCES,ATK3_AWAY_GOALS_CONCEDED,ATK3_AWAY_SUBSTITUTIONS_IN,ATK3_AWAY_SUBSTITUTIONS_OUT,atk4_away_player_id,ATK4_AWAY_MINUTES_PLAYED,ATK4_AWAY_APPEARANCES,ATK4_AWAY_GOALS_CONCEDED,ATK4_AWAY_SUBSTITUTIONS_IN,ATK4_AWAY_SUBSTITUTIONS_OUT,NO_OF_ATK_AWAY,HOME_FORM_GOALS_FOR,HOME_FORM_CORNERS_FOR,HOME_FORM_YELLOWCARDS_FOR,HOME_FORM_SHOTS_ON_TARGET_FOR,HOME_FORM_FOULS_FOR,HOME_FORM_OFFSIDES_FOR,HOME_FORM_REDCARDS_FOR,HOME_FORM_GOALS_AGAINST,HOME_FORM_CORNERS_AGAINST,HOME_FORM_YELLOWCARDS_AGAINST,HOME_FORM_SHOTS_ON_TARGET_AGAINST,HOME_FORM_FOULS_AGAINST,HOME_FORM_OFFSIDES_AGAINST,HOME_FORM_REDCARDS_AGAINST,AWAY_FORM_GOALS_FOR,AWAY_FORM_CORNERS_FOR,AWAY_FORM_YELLOWCARDS_FOR,AWAY_FORM_SHOTS_ON_TARGET_FOR,AWAY_FORM_FOULS_FOR,AWAY_FORM_OFFSIDES_FOR,AWAY_FORM_REDCARDS_FOR,AWAY_FORM_GOALS_AGAINST,AWAY_FORM_CORNERS_AGAINST,AWAY_FORM_YELLOWCARDS_AGAINST,AWAY_FORM_SHOTS_ON_TARGET_AGAINST,AWAY_FORM_FOULS_AGAINST,AWAY_FORM_OFFSIDES_AGAINST,AWAY_FORM_REDCARDS_AGAINST,HOME_CFORM_GOALS_FOR,HOME_CFORM_CORNERS_FOR,HOME_CFORM_YELLOWCARDS_FOR,HOME_CFORM_SHOTS_ON_TARGET_FOR,HOME_CFORM_FOULS_FOR,HOME_CFORM_OFFSIDES_FOR,HOME_CFORM_REDCARDS_FOR,HOME_CFORM_GOALS_AGAINST,HOME_CFORM_CORNERS_AGAINST,HOME_CFORM_YELLOWCARDS_AGAINST,HOME_CFORM_SHOTS_ON_TARGET_AGAINST,HOME_CFORM_FOULS_AGAINST,HOME_CFORM_OFFSIDES_AGAINST,HOME_CFORM_REDCARDS_AGAINST,AWAY_CFORM_GOALS_FOR,AWAY_CFORM_CORNERS_FOR,AWAY_CFORM_YELLOWCARDS_FOR,AWAY_CFORM_SHOTS_ON_TARGET_FOR,AWAY_CFORM_FOULS_FOR,AWAY_CFORM_OFFSIDES_FOR,AWAY_CFORM_REDCARDS_FOR,AWAY_CFORM_GOALS_AGAINST,AWAY_CFORM_CORNERS_AGAINST,AWAY_CFORM_YELLOWCARDS_AGAINST,AWAY_CFORM_SHOTS_ON_TARGET_AGAINST,AWAY_CFORM_FOULS_AGAINST,AWAY_CFORM_OFFSIDES_AGAINST,AWAY_CFORM_REDCARDS_AGAINST,STAGE_NORMALIZED,HOME_GOALS,AWAY_GOALS,HOME_CORNERS,AWAY_CORNERS,HOME_YELLOWCARDS,AWAY_YELLOWCARDS,HOME_SHOTS_ON_TARGET,AWAY_SHOTS_ON_TARGET,HOME_FOULS,AWAY_FOULS,HOME_OFFSIDES,AWAY_OFFSIDES,HOME_REDCARDS,AWAY_REDCARDS
2024-2025_23619,19135787,2024-07-23T18-00-00_19135787,112,579,113025,3.0,21762178,4.0,44.0,2.0,98833,3.0,90.0,1.0,19996840,3.0,317.0,4.0,32778,3.0,316.0,4.0,,nan,nan,nan,,nan,nan,nan,4,97606,1.0,195.0,3.0,28525,4.0,360.0,4.0,430505,3.0,124.0,2.0,153069,3.0,147.0,2.0,978912,nan,82.0,2.0,,nan,nan,nan,5,96308,238.0,4.0,1.0,0.0,4.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,11409,5.0,121637,5.0,180.0,2.0,9628,4.0,163.0,2.0,28944222,8.0,360.0,4.0,7693788,5.0,180.0,2.0,,nan,nan,nan,,nan,nan,nan,4,17958,5.0,180.0,2.0,4331,3.0,90.0,1.0,15672,4.0,149.0,2.0,1467963,1.0,65.0,1.0,6189,2.0,98.0,2.0,,nan,nan,nan,5,29313200,319.0,4.0,8.0,0.0,3.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,5.5,13.0,1.5,0.0,0.5,4.5,1.5,2.0,14.5,3.5,0.0,1.2,4.8,2.8,4.8,7.8,2.2,0.0,1.6,5.4,2.6,5.4,9.0,0.4,0.0,1.2,2.6,2.2,3.0,11.2,0.8,0.0,1.2,5.0,1.4,5.0,10.4,3.0,0.0,0.1111111111111111,5.0,0.0,3.0,1.0,1.0,1.0,7.0,1.0,6.0,9.0,2.0,0.0,0.0,0.0
2024-2025_23619,19135809,2024-07-23T18-00-00_19135809,556,2736,205349,6.0,202815,4.0,387.0,5.0,37356477,2.0,144.0,2.0,537230,6.0,533.0,6.0,24065254,3.0,180.0,2.0,,nan,nan,nan,,nan,nan,nan,4,205413,2.0,212.0,4.0,24065258,6.0,404.0,5.0,205964,5.0,495.0,6.0,204697,5.0,416.0,6.0,205622,5.0,424.0,6.0,,nan,nan,nan,5,24065263,514.0,6.0,6.0,0.0,2.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,84653,9.0,63032,5.0,67.0,2.0,2170278,9.0,180.0,2.0,1356266,9.0,180.0,2.0,178592,7.0,97.0,2.0,,nan,nan,nan,,nan,nan,nan,4,7690113,6.0,90.0,1.0,37438687,4.0,111.0,2.0,150921,5.0,125.0,2.0,37564392,6.0,85.0,2.0,96594,5.0,142.0,2.0,,nan,nan,nan,5,37407324,180.0,2.0,9.0,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.2,2.6,1.8,13.6,1.6,0.0,1.2,5.8,2.4,5.2,12.4,0.2,0.2,1.25,7.25,2.5,4.0,15.1625,1.5975000000000001,0.0,1.25,4.0,2.5,3.5,15.6775,1.6475,0.0,0.1111111111111111,0.0,0.0,6.0,0.0,1.0,3.0,9.0,3.0,11.0,15.0,0.0,1.0,0.0,0.0
2024-2025_23619,19135797,2024-07-23T18-00-00_19135797,17318,939,36085335,4.0,37545421,6.0,366.0,4.0,32795374,6.0,348.0,4.0,7708924,6.0,300.0,3.0,37582551,4.0,210.0,3.0,,nan,nan,nan,,nan,nan,nan,4,37263801,7.0,376.0,4.0,37308392,6.0,376.0,4.0,452983,7.0,372.0,4.0,33213291,3.0,161.0,4.0,37760802,4.0,276.0,4.0,37590133,5.0,258.0,3.0,6,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,0,539477,5.0,37544236,2.0,278.0,6.0,37679599,5.0,450.0,5.0,84594,5.0,540.0,6.0,37325006,nan,90.0,1.0,,nan,nan,nan,,nan,nan,nan,4,37563833,4.0,435.0,6.0,23698076,5.0,434.0,5.0,37595363,nan,237.0,5.0,24818229,2.0,410.0,6.0,,nan,nan,nan,,nan,nan,nan,4,155460,449.0,6.0,5.0,0.0,4.0,37597771,413.0,6.0,5.0,2.0,4.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,1.0,6.0,2.0,4.0,15.0,2.0,0.0,2.0,3.0,4.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,4.0,15.0,2.0,0.0,2.0,3.0,4.0,4.0,8.0,1.0,0.0,0.6,7.4,1.0,3.2,10.8,1.4,0.0,2.4,4.2,1.4,5.8,11.0,1.2,0.0,0.1111111111111111,0.0,3.0,4.0,6.0,2.0,0.0,3.0,9.0,8.0,13.0,1.0,2.0,0.0,0.0
2024-2025_23619,19135807,2024-07-23T18-30-00_19135807,13775,88,36063557,6.0,37343967,6.0,180.0,2.0,3876547,6.0,180.0,2.0,37653325,6.0,180.0,2.0,523892,6.0,180.0,2.0,,nan,nan,nan,,nan,nan,nan,4,199349,6.0,180.0,2.0,35317,5.0,103.0,2.0,198064,4.0,132.0,2.0,539800,4.0,145.0,2.0,36074379,3.0,84.0,2.0,,nan,nan,nan,5,12371977,145.0,2.0,4.0,0.0,2.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,73721,4.0,6580,4.0,195.0,3.0,32574,7.0,57.0,2.0,95896,6.0,304.0,4.0,37529658,7.0,389.0,4.0,,nan,nan,nan,,nan,nan,nan,4,205411,3.0,117.0,2.0,129749,4.0,210.0,4.0,156180,7.0,390.0,4.0,1351,4.0,314.0,4.0,3387,2.0,68.0,1.0,,nan,nan,nan,5,1358,346.0,4.0,4.0,0.0,3.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,4.0,2.3333333333333335,3.3333333333333335,14.0,1.3333333333333333,0.0,0.6666666666666666,3.6666666666666665,2.6666666666666665,2.6666666666666665,13.666666666666666,1.0,0.0,0.1111111111111111,3.0,4.0,2.0,4.0,5.0,3.0,4.0,6.0,12.0,8.0,1.93,1.73,0.0,0.0
2024-2025_23619,19135795,2024-07-23T19-00-00_19135795,207,2727,30850925,3.0,37285035,7.0,360.0,4.0,337122,3.0,180.0,2.0,120887,3.0,180.0,2.0,121543,3.0,180.0,2.0,,nan,nan,nan,,nan,nan,nan,4,3187964,4.0,173.0,4.0,32795620,6.0,261.0,3.0,122105,6.0,282.0,4.0,9198,3.0,180.0,2.0,123426,1.0,80.0,2.0,,nan,nan,nan,5,37564402,15.0,2.0,3.0,2.0,0.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,84889,3.0,37324989,2.0,104.0,2.0,22528457,9.0,360.0,4.0,25922181,2.0,180.0,2.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,79540,3.0,210.0,2.0,83496,1.0,77.0,1.0,78462,2.0,45.0,2.0,10631144,7.0,211.0,7.0,,nan,nan,nan,,nan,nan,nan,4,36097685,123.0,4.0,4.0,3.0,1.0,80926,184.0,2.0,1.0,0.0,1.0,2510860,154.0,2.0,1.0,0.0,2.0,,nan,nan,nan,nan,nan,3,1.0,1.5,5.0,1.5,12.5,0.0,1.0,0.5,11.5,1.0,1.0,10.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.2,3.4,11.4,0.4,0.4,1.0,8.2,1.4,2.8,12.6,0.6,0.2,0.8,2.6,2.2,2.2,15.2,2.6,0.0,1.4,5.2,2.6,5.2,13.4,2.2,0.0,0.1111111111111111,0.0,2.0,1.0,7.0,1.0,1.0,1.0,11.0,7.0,15.0,2.0,0.0,0.0,0.0
2024-2025_23619,19135789,2024-07-24T17-30-00_19135789,649,3877,540162,8.0,190053,8.0,300.0,3.0,25160,2.0,180.0,2.0,37328010,8.0,390.0,4.0,4267,8.0,390.0,4.0,,nan,nan,nan,,nan,nan,nan,4,169276,6.0,321.0,4.0,51944,6.0,286.0,4.0,70038,5.0,329.0,4.0,205242,6.0,290.0,4.0,52239,4.0,191.0,4.0,,nan,nan,nan,5,186765,281.0,4.0,6.0,0.0,4.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,142301,6.0,73219,6.0,306.0,4.0,28606,6.0,390.0,4.0,28447,6.0,390.0,4.0,240209,6.0,390.0,4.0,,nan,nan,nan,,nan,nan,nan,4,52549,6.0,356.0,4.0,3568418,4.0,142.0,2.0,37575391,5.0,334.0,4.0,27201,6.0,311.0,4.0,37571591,6.0,355.0,4.0,,nan,nan,nan,5,13171226,353.0,4.0,6.0,0.0,4.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,7.0,1.0,0.0,0.0,0.0,6.0,0.0,20.0,4.0,2.0,1.8,4.6,4.4,4.8,17.8,1.186,0.0,1.8,7.4,2.2,5.4,13.4,2.146,0.0,1.0,2.0,1.5,2.0,9.0,1.365,0.0,1.5,1.5,4.5,2.5,21.0,2.965,1.0,0.1111111111111111,3.0,2.0,7.0,2.0,1.0,2.0,6.0,3.0,10.0,8.0,0.0,3.0,0.0,0.0
2024-2025_23619,19135783,2024-07-24T18-00-00_19135783,2742,3791,25348,5.0,151322,2.0,217.0,4.0,435510,2.0,104.0,2.0,160483,11.0,570.0,6.0,69999,9.0,436.0,5.0,,nan,nan,nan,,nan,nan,nan,4,70422,7.0,442.0,6.0,32720,5.0,209.0,4.0,155889,2.0,172.0,3.0,32794,2.0,179.0,3.0,29303720,11.0,17.0,1.0,,nan,nan,nan,5,37577451,340.0,5.0,6.0,0.0,4.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,37578745,2.0,37562222,2.0,270.0,3.0,56830,2.0,270.0,3.0,57479,2.0,360.0,4.0,37382846,2.0,360.0,4.0,,nan,nan,nan,,nan,nan,nan,4,37357410,2.0,189.0,3.0,57618,2.0,357.0,4.0,37259136,2.0,355.0,4.0,60713,6.0,106.0,4.0,,nan,nan,nan,,nan,nan,nan,4,37667201,351.0,4.0,2.0,0.0,4.0,18575272,158.0,3.0,2.0,0.0,3.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,1.5,2.0,2.5,2.5,20.0,0.5,0.0,1.0,3.0,1.5,5.0,12.5,1.5,0.0,0.5,6.0,3.5,4.5,12.5,1.865,0.0,0.0,2.5,2.5,3.0,7.5,0.965,0.0,1.8,4.4,2.8,4.4,15.4,2.4,0.2,1.0,4.0,2.8,4.8,13.8,2.8,0.0,0.5,6.0,3.5,4.5,12.5,1.865,0.0,0.0,2.5,2.5,3.0,7.5,0.965,0.0,0.1111111111111111,2.0,0.0,5.0,6.0,3.0,5.0,4.0,3.0,7.0,11.0,1.0,0.0,0.0,0.0
2024-2025_23619,19135799,2024-07-24T18-15-00_19135799,1114,2417,37337168,6.0,688941,1.0,208.0,3.0,183309,7.0,286.0,4.0,532249,7.0,360.0,4.0,182867,5.0,20.0,2.0,,nan,nan,nan,,nan,nan,nan,4,24081802,1.0,174.0,3.0,37337197,3.0,131.0,2.0,2178798,7.0,296.0,4.0,4545348,7.0,302.0,4.0,69675,1.0,19.0,1.0,,nan,nan,nan,5,32093533,304.0,4.0,4.0,0.0,3.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,182137,31.0,183305,8.0,540.0,6.0,24150,8.0,540.0,6.0,1019,24.0,97.0,2.0,512975,1.0,10.0,1.0,,nan,nan,nan,,nan,nan,nan,4,108656,4.0,389.0,5.0,79268,7.0,293.0,4.0,37260760,5.0,305.0,6.0,31054,12.0,617.0,15.0,3638,2.0,243.0,3.0,,nan,nan,nan,5,9939024,96.0,2.0,2.0,1.0,1.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,3.5,9.0,2.5,4.5,10.5,2.0,0.0,0.5,1.0,1.0,1.5,6.5,0.5,0.0,3.0,5.0,1.5,4.0,13.5,2.0,0.0,1.5,2.5,3.0,5.0,14.5,2.5,0.0,2.75,6.5,2.0,5.25,13.25,1.9649999999999999,0.0,0.75,2.25,1.25,3.5,7.5,1.115,0.0,2.0,6.6,1.8,4.6,10.8,1.6,0.0,2.0,3.0,3.4,4.8,15.4,2.4,0.0,0.1111111111111111,1.0,1.0,7.0,2.0,2.0,3.0,9.0,1.0,16.0,10.0,3.0,0.0,0.0,1.0
2024-2025_23619,19135804,2024-07-30T16-00-00_19135804,5317,10068,32630,7.0,74038,1.0,161.0,2.0,57704,5.0,360.0,4.0,510847,5.0,270.0,3.0,25930168,4.0,199.0,3.0,,nan,nan,nan,,nan,nan,nan,4,37335178,5.0,360.0,4.0,177880,3.0,329.0,4.0,21772810,4.0,346.0,4.0,95604,2.0,232.0,4.0,98777,5.0,341.0,4.0,,nan,nan,nan,5,163181,20.0,1.0,9.0,1.0,0.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,189049,8.0,16845334,6.0,167.0,2.0,518600,7.0,224.0,4.0,61190,6.0,180.0,2.0,7708897,5.0,154.0,2.0,,nan,nan,nan,,nan,nan,nan,4,162626,6.0,180.0,2.0,7708903,8.0,269.0,4.0,27824,6.0,167.0,2.0,108638,6.0,180.0,2.0,8416601,4.0,117.0,3.0,,nan,nan,nan,5,186233,67.0,3.0,3.0,2.0,1.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,2.0,7.0,0.0,7.0,12.0,4.0,0.0,0.0,2.0,2.0,2.0,16.0,3.0,0.0,0.5,2.0,4.0,2.0,18.0,2.5,0.5,1.0,6.0,1.5,5.5,12.5,2.0,0.5,2.2,6.4,1.0,6.4,14.6,2.2,0.0,1.0,1.8,2.0,2.6,13.4,1.6,0.0,0.8,2.4,3.0,2.2,14.6,1.8,0.2,1.6,5.0,1.8,6.4,11.2,1.8,0.2,0.1111111111111111,5.0,0.0,17.0,1.0,0.0,1.0,10.0,0.0,10.0,8.0,3.0,0.0,0.0,0.0
2024-2025_23619,19135786,2024-07-30T17-00-00_19135786,6131,2604,9939019,2.0,146165,2.0,360.0,4.0,145828,2.0,360.0,4.0,144857,2.0,360.0,4.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,527192,2.0,316.0,4.0,14773708,2.0,346.0,4.0,37549337,2.0,270.0,3.0,25930142,2.0,328.0,4.0,144921,2.0,219.0,4.0,,nan,nan,nan,5,146195,302.0,4.0,2.0,0.0,4.0,37642066,196.0,4.0,nan,2.0,2.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,2,129173,3.0,34678,3.0,360.0,4.0,1491,3.0,351.0,4.0,35332,3.0,270.0,3.0,188931,3.0,360.0,4.0,,nan,nan,nan,,nan,nan,nan,4,62212,2.0,305.0,4.0,185735,3.0,265.0,3.0,69861,3.0,360.0,4.0,13225257,3.0,322.0,4.0,192925,1.0,201.0,3.0,,nan,nan,nan,5,177616,258.0,4.0,2.0,1.0,3.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,0.3333333333333333,3.0,4.0,3.3333333333333335,16.333333333333332,2.3333333333333335,0.0,0.3333333333333333,3.6666666666666665,2.0,2.6666666666666665,13.333333333333334,1.6666666666666667,0.0,1.0,4.0,1.0,3.0,9.0,0.0,0.0,0.0,2.0,6.0,4.0,15.0,4.0,0.0,0.3333333333333333,3.0,4.0,3.3333333333333335,16.333333333333332,2.3333333333333335,0.0,0.3333333333333333,3.6666666666666665,2.0,2.6666666666666665,13.333333333333334,1.6666666666666667,0.0,0.8,4.4,2.6,3.4,13.2,1.6,0.0,0.8,5.2,3.6,5.4,15.6,2.0,0.4,0.1111111111111111,1.0,1.0,5.0,4.0,1.0,3.0,2.0,8.0,16.0,11.0,1.0,2.0,0.0,0.0
2024-2025_23619,19135808,2024-07-30T17-00-00_19135808,88,13775,73721,4.0,6580,4.0,195.0,3.0,32574,7.0,57.0,2.0,95896,6.0,304.0,4.0,37529658,7.0,389.0,4.0,,nan,nan,nan,,nan,nan,nan,4,205411,3.0,117.0,2.0,129749,4.0,210.0,4.0,156180,7.0,390.0,4.0,,nan,nan,nan,,nan,nan,nan,,nan,nan,nan,3,1351,314.0,4.0,4.0,0.0,3.0,1358,346.0,4.0,4.0,0.0,3.0,25738,195.0,3.0,4.0,1.0,1.0,,nan,nan,nan,nan,nan,3,36063557,6.0,37343967,6.0,180.0,2.0,37653325,6.0,180.0,2.0,3876547,6.0,180.0,2.0,523892,6.0,180.0,2.0,,nan,nan,nan,,nan,nan,nan,4,37344301,1.0,67.0,1.0,199349,6.0,180.0,2.0,35709049,1.0,77.0,2.0,539800,4.0,145.0,2.0,198064,4.0,132.0,2.0,,nan,nan,nan,5,12371977,145.0,2.0,4.0,0.0,2.0,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,1,4.0,4.0,3.0,6.0,8.0,1.73,0.0,3.0,2.0,5.0,4.0,12.0,1.93,0.0,3.0,2.0,5.0,4.0,12.0,1.93,0.0,4.0,4.0,3.0,6.0,8.0,1.73,0.0,1.25,4.0,2.5,4.0,12.5,1.4325,0.0,1.25,3.25,3.25,3.0,13.25,1.2325,0.0,3.0,2.0,5.0,4.0,12.0,1.93,0.0,4.0,4.0,3.0,6.0,8.0,1.73,0.0,0.1111111111111111,2.0,1.0,4.0,3.0,1.0,4.0,4.0,4.0,10.0,20.0,3.0,1.0,0.0,0.0
